,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,PxV,Day_Perc_Change,Trend,Rolling_14,bollinger_upper,bollinger_lower
106,TCS,EQ,2017-10-16,2558.6,2555.05,2590.0,2555.05,2587.0,2584.4,2577.86,609295,1570677294.85,50285,381873,62.67,10,2017,1574661998.0,0.010083639490346295,Slight or No change,2482.4249999999997,3409.8448837470296,1555.00511625297
107,TCS,EQ,2017-10-17,2584.4,2585.0,2614.95,2577.55,2594.6,2594.55,2598.37,721508,1874743480.55,33284,421119,58.37,10,2017,1871988581.4,0.00392741061755153,Slight or No change,2490.9892857142854,3418.4091694613153,1563.5694019672558
108,TCS,EQ,2017-10-18,2594.55,2595.0,2613.65,2580.0,2592.0,2586.6,2588.24,757072,1959481782.4,27424,556509,73.51,10,2017,1958242435.2,-0.003064115164479464,Slight or No change,2497.532142857143,3424.9520266041727,1570.1122591101132
109,TCS,EQ,2017-10-19,2586.6,2592.0,2595.8,2571.0,2583.4,2583.9,2581.96,43411,112085629.85,2351,13869,31.95,10,2017,112169682.9,-0.0010438413361167909,Slight or No change,2505.207142857143,3432.627026604173,1577.7872591101134
110,TCS,EQ,2017-10-23,2583.9,2584.0,2629.0,2547.45,2590.0,2587.9,2599.06,943044,2451028659.0,58735,720214,76.37,10,2017,2440503567.6,0.001548047525059104,Slight or No change,2516.0607142857148,3443.4805980327446,1588.6408305386851
111,TCS,EQ,2017-10-24,2587.9,2620.0,2620.9,2569.05,2575.0,2578.4,2581.12,669510,1728088702.65,44454,495808,74.06,10,2017,1726264584.0,-0.0036709300977626476,Slight or No change,2525.342857142858,3452.762740889888,1597.9229733958284
112,TCS,EQ,2017-10-25,2578.4,2578.5,2614.0,2555.0,2560.0,2559.9,2580.66,552553,1425951632.8,38719,362115,65.53,10,2017,1414480424.7,-0.007174992243251577,Slight or No change,2533.7428571428577,3461.1627408898876,1606.322973395828
113,TCS,EQ,2017-10-26,2559.9,2535.1,2569.15,2517.9,2531.7,2538.85,2541.16,1503776,3821328694.9,52192,1032027,68.63,10,2017,3817861697.6,-0.008222977460057068,Slight or No change,2541.5464285714293,3468.966312318459,1614.1265448243996
114,TCS,EQ,2017-10-27,2538.85,2538.0,2593.15,2530.3,2580.0,2584.3,2567.39,704635,1809074619.3,34346,505106,71.68,10,2017,1820988230.5,0.01790180593575852,Slight or No change,2551.3785714285723,3478.7984551756017,1623.9586876815426
115,TCS,EQ,2017-10-30,2584.3,2586.0,2620.0,2581.7,2615.1,2616.2,2606.79,568626,1482289818.2,21542,350603,61.66,10,2017,1487639341.1999998,0.012343768138373791,Slight or No change,2562.9571428571435,3490.377026604173,1635.5372591101138
116,TCS,EQ,2017-10-31,2616.2,2601.3,2640.0,2601.3,2618.75,2624.0,2627.82,796317,2092579456.5,45128,558622,70.15,10,2017,2089535808.0,0.002981423438574993,Slight or No change,2574.725000000001,3502.1448837470307,1647.3051162529712
117,TCS,EQ,2017-11-01,2624.0,2624.0,2626.85,2578.85,2607.75,2602.85,2593.88,370941,962175485.8,28138,196048,52.85,11,2017,965503781.85,-0.008060213414634143,Slight or No change,2582.0464285714293,3509.466312318459,1654.6265448243996
118,TCS,EQ,2017-11-02,2602.85,2608.5,2674.0,2606.75,2623.05,2626.15,2639.78,734211,1938158858.65,29980,406095,55.31,11,2017,1928148217.65,0.008951725992661919,Slight or No change,2587.614285714287,3515.034169461316,1660.1944019672571
119,TCS,EQ,2017-11-03,2626.15,2632.4,2636.7,2602.8,2622.0,2620.1,2619.76,333443,873540922.05,29606,214694,64.39,11,2017,873654004.3,-0.0023037526416999077,Slight or No change,2592.0071428571437,3519.427026604173,1664.587259110114
120,TCS,EQ,2017-11-06,2620.1,2620.0,2671.8,2611.75,2660.15,2665.55,2641.62,688500,1818752068.85,61866,527626,76.63,11,2017,1835231175.0,0.017346666157780355,Slight or No change,2597.8035714285725,3525.223455175602,1670.3836876815428
121,TCS,EQ,2017-11-07,2665.55,2670.0,2768.0,2666.05,2710.0,2710.05,2718.44,1348446,3665665142.25,61294,584060,43.31,11,2017,3654356082.3,0.016694490818029983,Slight or No change,2606.0535714285725,3533.473455175602,1678.6336876815428
122,TCS,EQ,2017-11-08,2710.05,2723.0,2759.0,2718.25,2737.0,2735.0,2741.21,701126,1921934581.1,48744,444618,63.41,11,2017,1917579610.0,0.00920647220530979,Slight or No change,2616.6535714285724,3544.0734551756022,1689.2336876815427
123,TCS,EQ,2017-11-09,2735.0,2750.0,2750.0,2719.3,2740.0,2736.4,2732.42,576216,1574462789.6,27786,370073,64.22,11,2017,1576757462.4,0.000511882998171842,Slight or No change,2627.5464285714297,3554.966312318459,1700.1265448244
124,TCS,EQ,2017-11-10,2736.4,2722.2,2726.0,2693.35,2710.0,2708.75,2706.84,678283,1836006500.8,22485,456167,67.25,11,2017,1837299076.25,-0.010104516883496563,Slight or No change,2636.1785714285725,3563.598455175602,1708.7586876815428
125,TCS,EQ,2017-11-13,2708.75,2702.05,2777.4,2702.05,2756.55,2758.95,2757.27,748498,2063808990.25,44504,379983,50.77,11,2017,2065068557.1,0.018532533456391283,Slight or No change,2649.0750000000007,3576.49488374703,1721.655116252971
126,TCS,EQ,2017-11-14,2758.95,2756.55,2756.55,2707.5,2710.0,2714.6,2718.61,828626,2252715046.95,50733,554011,66.86,11,2017,2249388139.6,-0.01607495605212128,Slight or No change,2660.1250000000005,3587.5448837470303,1732.7051162529708
127,TCS,EQ,2017-11-15,2714.6,2706.0,2755.0,2701.35,2710.0,2705.3,2736.73,3335417,9128129058.75,47448,2841173,85.18,11,2017,9023303610.1,-0.003425919104103614,Slight or No change,2672.0142857142864,3599.434169461316,1744.5944019672568
128,TCS,EQ,2017-11-16,2705.3,2710.0,2763.0,2686.95,2739.9,2746.65,2734.0,826741,2260313403.15,45075,380359,46.01,11,2017,2270768167.65,0.01528481129634418,Slight or No change,2683.610714285715,3611.030598032745,1756.1908305386853
129,TCS,EQ,2017-11-17,2746.65,2748.1,2748.1,2703.6,2708.2,2707.3,2719.89,662732,1802558457.2,34043,411909,62.15,11,2017,1794214343.6,-0.01432654324358762,Slight or No change,2690.117857142858,3617.5377408898876,1762.6979733958285
130,TCS,EQ,2017-11-20,2707.3,2715.0,2726.9,2695.3,2697.9,2703.45,2709.98,507249,1374632868.45,27013,360469,71.06,11,2017,1371322309.05,-0.0014220810401508466,Slight or No change,2695.792857142858,3623.2127408898878,1768.3729733958282
131,TCS,EQ,2017-11-21,2703.45,2701.0,2701.0,2666.0,2670.25,2672.95,2678.52,763870,2046044818.55,38552,527247,69.02,11,2017,2041786316.5,-0.011281880560025105,Slight or No change,2700.8000000000006,3628.2198837470305,1773.380116252971
132,TCS,EQ,2017-11-22,2672.95,2673.0,2709.7,2672.4,2681.4,2680.65,2690.88,911312,2452235277.45,67085,612065,67.16,11,2017,2442908512.8,0.0028807123215923713,Slight or No change,2704.692857142858,3632.1127408898874,1777.2729733958283
133,TCS,EQ,2017-11-23,2680.65,2681.0,2693.0,2669.0,2676.55,2681.25,2684.25,396735,1064937717.75,31522,189438,47.75,11,2017,1063745718.75,0.0002238263107827709,Slight or No change,2709.060714285715,3636.4805980327446,1781.6408305386856
134,TCS,EQ,2017-11-24,2681.25,2682.0,2702.9,2673.1,2688.2,2688.05,2688.26,1143756,3074710398.85,47991,936777,81.9,11,2017,3074473315.8,0.0025361305361306648,Slight or No change,2710.667857142858,3638.0877408898878,1783.2479733958282
135,TCS,EQ,2017-11-27,2688.05,2688.0,2695.9,2662.2,2683.05,2685.85,2678.65,928393,2486839610.35,40042,725134,78.11,11,2017,2493524339.05,-0.0008184371570469918,Slight or No change,2708.939285714286,3636.359169461316,1781.5194019672565
136,TCS,EQ,2017-11-28,2685.85,2686.0,2702.4,2670.0,2681.05,2685.3,2679.22,455858,1221342323.8,29742,298928,65.57,11,2017,1224115487.4,-0.00020477688627429383,Slight or No change,2705.3892857142864,3632.809169461316,1777.9694019672568
137,TCS,EQ,2017-11-29,2685.3,2677.5,2693.0,2650.0,2653.65,2658.15,2674.7,723766,1935855717.7,41795,531968,73.5,11,2017,1923878592.9,-0.010110602167355598,Slight or No change,2699.8000000000006,3627.2198837470305,1772.380116252971
138,TCS,EQ,2017-11-30,2658.15,2653.65,2666.95,2623.0,2635.0,2637.0,2641.37,2149981,5678900013.45,86807,1464976,68.14,11,2017,5669499897.0,-0.0079566615879465,Slight or No change,2694.6750000000006,3622.0948837470305,1767.255116252971
139,TCS,EQ,2017-12-01,2637.0,2635.0,2668.0,2621.5,2630.0,2629.95,2647.75,515572,1365104150.75,37693,285458,55.37,12,2017,1355928581.4,-0.0026734926052333075,Slight or No change,2685.4607142857153,3612.880598032745,1758.0408305386857
140,TCS,EQ,2017-12-04,2629.95,2622.0,2658.5,2602.95,2630.0,2632.35,2629.84,629552,1655623148.7,37609,342423,54.39,12,2017,1657201207.2,0.0009125648776593387,Slight or No change,2679.5857142857153,3607.005598032745,1752.1658305386857
141,TCS,EQ,2017-12-05,2632.35,2631.0,2651.7,2628.15,2633.0,2635.55,2641.13,583957,1542308264.4,33907,386120,66.12,12,2017,1539047871.35,0.0012156438163619665,Slight or No change,2674.603571428572,3602.023455175602,1747.1836876815426
142,TCS,EQ,2017-12-06,2635.55,2636.0,2645.0,2612.85,2635.0,2633.3,2627.47,703759,1849107519.6,61422,534381,75.93,12,2017,1853208574.7,-0.0008537117489707535,Slight or No change,2666.5071428571437,3593.927026604173,1739.087259110114
143,TCS,EQ,2017-12-07,2633.3,2632.3,2645.95,2615.0,2617.95,2617.25,2623.62,663150,1739856624.75,52980,503427,75.91,12,2017,1735629337.5,-0.006095013860935028,Slight or No change,2660.0750000000007,3587.49488374703,1732.655116252971
144,TCS,EQ,2017-12-08,2617.25,2618.0,2645.0,2597.0,2600.0,2601.5,2621.69,692774,1816237017.45,67356,443099,63.96,12,2017,1802251561.0,-0.0060177667398987325,Slight or No change,2652.792857142858,3580.2127408898878,1725.3729733958282
145,TCS,EQ,2017-12-11,2601.5,2608.35,2672.65,2608.35,2670.0,2661.1,2635.45,504001,1328268598.35,47999,298309,59.19,12,2017,1341197061.1,0.022909859696329082,Slight or No change,2651.94642857143,3579.3663123184597,1724.5265448244002
146,TCS,EQ,2017-12-12,2661.1,2661.0,2662.0,2607.4,2609.55,2612.15,2624.14,941123,2469638199.8,57531,622120,66.1,12,2017,2458354444.4500003,-0.018394648829431426,Slight or No change,2647.0535714285725,3574.473455175602,1719.6336876815428
147,TCS,EQ,2017-12-13,2612.15,2611.4,2651.45,2601.0,2633.5,2628.4,2632.07,1480729,3897385719.95,48513,1169964,79.01,12,2017,3891948103.6,0.0062209291196906324,Slight or No change,2643.2785714285724,3570.6984551756022,1715.8586876815427
148,TCS,EQ,2017-12-14,2628.4,2632.0,2632.0,2531.1,2558.2,2557.8,2558.8,2752075,7041999539.3,118270,1987921,72.23,12,2017,7039257435.000002,-0.026860447420483883,Slight or No change,2633.9750000000013,3561.3948837470307,1706.5551162529716
149,TCS,EQ,2017-12-15,2557.8,2563.75,2584.45,2536.85,2543.95,2545.6,2552.92,1359069,3469591950.6,97835,934401,68.75,12,2017,3459646046.4,-0.004769723981546736,Slight or No change,2623.957142857144,3551.377026604174,1696.5372591101143
150,TCS,EQ,2017-12-18,2545.6,2537.0,2588.95,2494.35,2576.6,2580.5,2548.56,1090332,2778774407.9,71724,588034,53.93,12,2017,2813601726.0,0.013709930861093731,Slight or No change,2616.4714285714294,3543.8913123184593,1689.0515448243998
151,TCS,EQ,2017-12-19,2580.5,2576.0,2597.8,2564.7,2577.4,2575.3,2583.18,900976,2327386545.0,76762,633455,70.31,12,2017,2320283492.8,-0.00201511335012583,Slight or No change,2610.5535714285725,3537.973455175602,1683.1336876815428
152,TCS,EQ,2017-12-20,2575.3,2582.0,2592.75,2550.65,2592.0,2588.95,2573.6,788785,2030019887.05,68386,530550,67.26,12,2017,2042124925.75,0.005300353356890275,Slight or No change,2607.1214285714295,3534.541312318459,1679.7015448244
153,TCS,EQ,2017-12-21,2588.95,2587.0,2608.0,2580.05,2582.1,2595.7,2595.09,646824,1678569250.7,40095,439879,68.01,12,2017,1678961056.8,0.002607234593174912,Slight or No change,2604.6750000000006,3532.0948837470305,1677.255116252971
154,TCS,EQ,2017-12-22,2595.7,2604.0,2663.9,2590.2,2640.0,2646.75,2636.33,1832832,4831948536.4,85852,757097,41.31,12,2017,4851048096.0,0.01966714181145757,Slight or No change,2605.7035714285726,3533.1234551756024,1678.283687681543
155,TCS,EQ,2017-12-26,2646.75,2686.0,2689.75,2631.6,2650.35,2649.45,2653.61,1087893,2886838516.3,52053,517570,47.58,12,2017,2882318108.85,0.0010201190138849905,Slight or No change,2606.696428571429,3534.1163123184588,1679.2765448243993
156,TCS,EQ,2017-12-27,2649.45,2649.45,2658.5,2610.5,2617.0,2619.9,2632.21,369642,972974332.2,20483,142233,38.48,12,2017,968425075.8,-0.011153258223404737,Slight or No change,2605.7392857142863,3533.159169461316,1678.3194019672567
157,TCS,EQ,2017-12-28,2619.9,2608.8,2653.5,2605.65,2631.0,2626.95,2630.44,1302544,3426257490.45,47992,885214,67.96,12,2017,3421717960.8,0.0026909424023817685,Slight or No change,2606.432142857143,3533.8520266041724,1679.0122591101133
158,TCS,EQ,2017-12-29,2626.95,2623.1,2708.9,2618.55,2700.0,2701.2,2677.92,1304771,3494069339.55,51608,757663,58.07,12,2017,3524447425.2,0.02826471763832572,Slight or No change,2613.5535714285716,3540.973455175601,1686.133687681542
159,TCS,EQ,2018-01-01,2701.2,2682.3,2694.8,2635.0,2650.0,2645.6,2654.94,675880,1794417716.9,19464,330691,48.93,1,2018,1788108128.0,-0.020583444395083642,Slight or No change,2612.4464285714284,3539.866312318458,1685.0265448243988
160,TCS,EQ,2018-01-02,2645.6,2660.0,2669.6,2620.2,2631.0,2631.2,2641.06,960145,2535800011.0,46813,555820,57.89,1,2018,2526333524.0,-0.005442999697611195,Slight or No change,2613.8071428571425,3541.2270266041724,1686.3872591101128
161,TCS,EQ,2018-01-03,2631.2,2632.0,2669.0,2631.2,2639.0,2638.65,2649.21,628560,1665185619.4,32104,361072,57.44,1,2018,1658549844.0,0.002831407722712065,Slight or No change,2614.5392857142856,3541.9591694613155,1687.119401967256
162,TCS,EQ,2018-01-04,2638.65,2650.0,2662.0,2640.0,2650.0,2657.1,2649.94,456541,1209807238.4,32647,264561,57.95,1,2018,1213075091.1,0.0069922119265533045,Slight or No change,2621.6321428571423,3549.052026604172,1694.2122591101127
163,TCS,EQ,2018-01-05,2657.1,2650.0,2699.5,2650.0,2695.0,2689.2,2684.95,576853,1548821282.25,30836,318083,55.14,1,2018,1551273087.6,0.012080840013548588,Slight or No change,2631.889285714285,3559.309169461315,1704.4694019672554
164,TCS,EQ,2018-01-08,2689.2,2700.0,2726.85,2681.85,2708.8,2714.4,2709.74,621110,1683046447.75,43815,345599,55.64,1,2018,1685940984.0,0.009370816599732379,Slight or No change,2641.4535714285707,3568.8734551756006,1714.033687681541
165,TCS,EQ,2018-01-09,2714.4,2715.0,2721.0,2676.55,2708.95,2709.0,2703.56,1074698,2905511380.05,47403,612650,57.01,1,2018,2911356882.0,-0.0019893899204244114,Slight or No change,2651.0035714285705,3578.4234551756,1723.5836876815408
166,TCS,EQ,2018-01-10,2709.0,2711.0,2816.0,2694.65,2803.0,2806.6,2763.3,1682925,4650423556.8,70764,699460,41.56,1,2018,4723297305.0,0.036028054632705864,Slight or No change,2666.5499999999993,3593.9698837470287,1739.1301162529696
167,TCS,EQ,2018-01-11,2806.6,2810.0,2821.9,2782.2,2792.5,2790.5,2796.58,1260524,3525161028.5,71604,578244,45.87,1,2018,3517492222.0,-0.005736478301147319,Slight or No change,2680.4642857142853,3607.8841694613147,1753.0444019672557
168,TCS,EQ,2018-01-12,2790.5,2805.0,2805.0,2740.55,2769.9,2776.35,2764.28,1680157,4644422667.9,90884,472438,28.12,1,2018,4664703886.95,-0.005070775846622522,Slight or No change,2689.721428571428,3617.1413123184575,1762.3015448243984
169,TCS,EQ,2018-01-15,2776.35,2777.15,2808.0,2735.05,2737.4,2746.1,2768.32,728607,2017014657.0,49926,394675,54.17,1,2018,2000827682.7,-0.010895600338574065,Slight or No change,2696.6249999999995,3624.0448837470294,1769.20511625297
170,TCS,EQ,2018-01-16,2746.1,2756.0,2861.65,2750.55,2860.0,2850.85,2834.5,2133876,6048464571.5,85776,639155,29.95,1,2018,6083360394.599999,0.0381450056443684,Slight or No change,2713.1214285714277,3640.541312318457,1785.701544824398
171,TCS,EQ,2018-01-17,2850.85,2870.0,2925.0,2862.15,2895.0,2888.95,2900.36,2140403,6207945519.55,94873,965845,45.12,1,2018,6183517246.849999,0.013364435168458531,Slight or No change,2731.8357142857135,3659.2555980327434,1804.4158305386838
172,TCS,EQ,2018-01-18,2888.95,2897.0,2933.0,2868.05,2926.55,2918.2,2896.35,1104739,3199711974.1,51786,568379,51.45,1,2018,3223849349.8,0.010124785821838287,Slight or No change,2747.3357142857135,3674.7555980327434,1819.9158305386838
173,TCS,EQ,2018-01-19,2918.2,2930.55,2982.0,2903.65,2974.85,2959.3,2930.77,910000,2667000913.1,44039,436952,48.02,1,2018,2692963000.0,0.014084024398602013,Slight or No change,2769.742857142857,3697.1627408898867,1842.3229733958271
174,TCS,EQ,2018-01-22,2959.3,2961.0,3134.7,2922.0,3090.0,3116.4,3052.16,2183555,6664565989.3,97757,663651,30.39,1,2018,6804830802.0,0.053086878653735736,Slight or No change,2804.4,3731.81988374703,1876.9801162529704
175,TCS,EQ,2018-01-23,3116.4,3114.95,3142.35,3090.05,3097.9,3102.0,3112.03,1619805,5040878629.55,68887,705309,43.54,1,2018,5024635110.0,-0.004620716211012788,Slight or No change,2837.496428571428,3764.916312318458,1910.0765448243985
176,TCS,EQ,2018-01-24,3102.0,3090.0,3259.05,3082.65,3174.95,3174.6,3189.59,2810769,8965187783.2,111512,862385,30.68,1,2018,8923067267.4,0.023404255319148914,Slight or No change,2874.460714285714,3801.8805980327434,1947.0408305386843
177,TCS,EQ,2018-01-25,3174.6,3175.0,3179.8,3081.0,3133.0,3121.05,3123.06,1916922,5986662027.05,72537,925615,48.29,1,2018,5982809408.1,-0.016868266868266812,Slight or No change,2905.307142857143,3832.7270266041724,1977.8872591101133
178,TCS,EQ,2018-01-29,3121.05,3131.4,3225.0,3122.0,3199.25,3198.85,3196.14,1570530,5019638549.6,94269,832172,52.99,1,2018,5023889890.5,0.02492750837058022,Slight or No change,2939.910714285714,3867.330598032744,2012.4908305386846
179,TCS,EQ,2018-01-30,3198.85,3180.0,3203.8,3143.7,3152.15,3152.85,3166.46,787379,2493202689.95,45149,384193,48.79,1,2018,2482487880.15,-0.014380167872829253,Slight or No change,2971.6142857142854,3899.0341694613153,2044.1944019672558
180,TCS,EQ,2018-01-31,3152.85,3137.0,3150.0,3098.6,3111.15,3112.35,3119.14,1521607,4746105492.1,92438,978756,64.32,1,2018,4735773546.45,-0.01284552071934919,Slight or No change,2993.453571428571,3920.8734551756006,2066.033687681542
181,TCS,EQ,2018-02-01,3112.35,3124.0,3190.0,3088.8,3150.0,3138.6,3146.24,1200315,3776473823.35,66084,310672,25.88,2,2018,3767308659.0,0.008434141404405127,Slight or No change,3018.317857142857,3945.7377408898865,2090.8979733958276
182,TCS,EQ,2018-02-02,3138.6,3120.0,3190.0,3103.45,3153.0,3153.65,3167.25,1228245,3890162746.1,52829,586030,47.71,2,2018,3873454844.25,0.004795131587332024,Slight or No change,3045.2678571428573,3972.687740889887,2117.8479733958275
183,TCS,EQ,2018-02-05,3153.65,3110.0,3188.0,3076.85,3110.0,3103.2,3118.75,1378871,4300356206.7,75866,655249,47.52,2,2018,4278912487.2,-0.015997336419704244,Slight or No change,3070.775,3998.19488374703,2143.35511625297
184,TCS,EQ,2018-02-06,3103.2,3010.0,3077.15,2985.0,3000.0,2997.25,3020.91,1328653,4013743636.45,53630,728147,54.8,2,2018,3982305204.25,-0.03414217581850987,Slight or No change,3081.2321428571427,4008.6520266041725,2153.812259110113
185,TCS,EQ,2018-02-07,2997.25,3027.0,3031.0,2947.45,2959.0,2955.05,2975.26,1090162,3243512073.4,55520,506385,46.45,2,2018,3221483218.1000004,-0.01407957294186335,Slight or No change,3085.9535714285716,4013.3734551756015,2158.533687681542
186,TCS,EQ,2018-02-08,2955.05,2979.75,3027.6,2959.0,2966.2,2974.2,3000.15,1377502,4132716046.7,63513,601956,43.7,2,2018,4096966448.4,0.006480431803184361,Slight or No change,3089.9535714285716,4017.3734551756015,2162.533687681542
187,TCS,EQ,2018-02-09,2974.2,2950.0,2994.0,2896.65,2978.3,2971.7,2940.4,1051229,3091037411.75,71919,421771,40.12,2,2018,3123937219.3,-0.0008405621679778985,Slight or No change,3090.839285714286,4018.2591694613157,2163.419401967256
188,TCS,EQ,2018-02-12,2971.7,2978.3,3023.35,2955.55,2960.15,2967.3,2981.33,987281,2943408236.55,49385,512025,51.86,2,2018,2929558911.3,-0.0014806339805497615,Slight or No change,3080.1892857142857,4007.609169461315,2152.7694019672563
189,TCS,EQ,2018-02-14,2967.3,2970.0,2974.45,2892.5,2900.0,2911.8,2939.65,1423766,4185366948.8,81932,880898,61.87,2,2018,4145721838.8,-0.018703872207056937,Slight or No change,3066.6035714285717,3994.023455175601,2139.1836876815423
190,TCS,EQ,2018-02-15,2911.8,2931.95,2943.0,2905.1,2922.0,2925.85,2925.44,1232618,3605953705.8,42920,702569,57.0,2,2018,3606455375.3,0.0048251940380519285,Slight or No change,3048.8357142857144,3976.2555980327443,2121.4158305386845
191,TCS,EQ,2018-02-16,2925.85,2923.0,2999.6,2923.0,2931.0,2933.05,2965.52,1257878,3730256378.25,52987,425282,33.81,2,2018,3689419067.9,0.00246082335047948,Slight or No change,3035.4071428571433,3962.8270266041727,2107.987259110114
192,TCS,EQ,2018-02-19,2933.05,2945.0,2953.3,2895.2,2923.65,2923.6,2928.1,784112,2295955130.95,37241,332759,42.44,2,2018,2292429843.2,-0.0032219021155452947,Slight or No change,3015.746428571429,3943.166312318459,2088.326544824399
193,TCS,EQ,2018-02-20,2923.6,2928.0,2985.05,2927.9,2943.0,2944.75,2959.27,944534,2795126450.6,60862,401169,42.47,2,2018,2781416496.5,0.007234231769051912,Slight or No change,3000.882142857143,3928.302026604173,2073.4622591101133
194,TCS,EQ,2018-02-21,2944.75,2974.0,3062.6,2960.05,3042.35,3042.3,3016.25,1544614,4658937571.85,96721,673804,43.62,2,2018,4699179172.2,0.033126750997538146,Slight or No change,2995.8785714285723,3923.2984551756017,2068.458687681543
195,TCS,EQ,2018-02-22,3042.3,3052.0,3079.0,3022.5,3040.05,3050.2,3047.84,1731505,5277341721.25,83526,796578,46.0,2,2018,5281436551.0,0.0025967195871543503,Slight or No change,2989.564285714286,3916.984169461316,2062.1444019672563
196,TCS,EQ,2018-02-23,3050.2,3050.0,3089.0,2992.1,3078.0,3075.8,3044.72,1681250,5118935937.45,86645,706762,42.04,2,2018,5171188750.0,0.008392892269359464,Slight or No change,2984.0035714285723,3911.4234551756017,2056.583687681543
197,TCS,EQ,2018-02-26,3075.8,3075.0,3089.95,3021.2,3025.6,3031.7,3044.1,681941,2075893518.85,45004,292334,42.87,2,2018,2067440529.7,-0.014337733272644647,Slight or No change,2978.896428571429,3906.3163123184586,2051.4765448243998
198,TCS,EQ,2018-02-27,3031.7,3041.0,3078.55,3032.0,3042.0,3042.35,3054.42,858900,2623442712.9,49207,299428,34.86,2,2018,2613074415.0,0.0035128805620610053,Slight or No change,2982.1178571428577,3909.5377408898876,2054.697973395828
199,TCS,EQ,2018-02-28,3042.35,3035.0,3063.95,3021.45,3033.4,3035.05,3040.16,1353432,4114652090.6,80437,861558,63.66,2,2018,4107733791.6,-0.0023994609430209035,Slight or No change,2987.8321428571435,3915.252026604173,2060.412259110114
200,TCS,EQ,2018-03-01,3035.05,3049.0,3061.2,3020.0,3033.0,3037.7,3042.25,859062,2613481022.1,77493,522085,60.77,3,2018,2609572637.4,0.0008731322383486173,Slight or No change,2992.3678571428577,3919.7877408898876,2064.947973395828
201,TCS,EQ,2018-03-05,3037.7,3049.0,3113.65,3032.95,3103.0,3105.85,3075.76,1429084,4395522746.95,81638,785748,54.98,3,2018,4438520541.4,0.022434736807453115,Slight or No change,3001.9500000000007,3929.36988374703,2074.5301162529713
202,TCS,EQ,2018-03-06,3105.85,3122.0,3127.0,3030.15,3041.0,3042.8,3087.33,953382,2943402642.6,60270,469034,49.2,3,2018,2900950749.6000004,-0.020300400856448242,Slight or No change,3007.342857142858,3934.762740889888,2079.922973395828
203,TCS,EQ,2018-03-07,3042.8,3070.0,3089.0,3018.5,3028.7,3027.45,3045.28,958886,2920078406.6,54736,437656,45.64,3,2018,2902979420.7,-0.005044695675036293,Slight or No change,3015.6035714285717,3943.023455175601,2088.1836876815423
204,TCS,EQ,2018-03-08,3027.45,3054.9,3054.9,2987.5,3001.85,3003.95,3017.6,975913,2944917233.45,43364,655914,67.21,3,2018,2931593856.35,-0.007762308213182689,Slight or No change,3021.182142857143,3948.6020266041724,2093.7622591101135
205,TCS,EQ,2018-03-09,3003.95,3005.0,3063.2,2977.2,3035.0,3034.1,3030.68,936218,2837381323.25,53978,310682,33.18,3,2018,2840579033.8,0.010036784899881912,Slight or No change,3028.4,3955.81988374703,2100.98011625297
206,TCS,EQ,2018-03-12,3034.1,3043.0,3083.9,3035.5,3046.95,3052.15,3060.88,1045670,3200669042.95,46166,492433,47.09,3,2018,3191541690.5,0.005949045845555556,Slight or No change,3037.582142857143,3965.002026604173,2110.162259110113
207,TCS,EQ,2018-03-13,3052.15,2924.9,2939.7,2872.0,2886.1,2886.8,2880.44,44033577,126836155551.95,216131,31556256,71.66,3,2018,127116130083.6,-0.05417492587192629,Slight or No change,3033.4428571428575,3960.8627408898874,2106.0229733958276
208,TCS,EQ,2018-03-14,2886.8,2892.95,2923.05,2875.05,2887.85,2886.9,2899.62,1834334,5318879502.8,75794,797351,43.47,3,2018,5295538824.6,3.464043231260483e-05,Slight or No change,3022.342857142857,3949.762740889887,2094.9229733958273
209,TCS,EQ,2018-03-15,2886.9,2895.0,2902.55,2855.6,2867.0,2869.7,2876.92,1174453,3378809879.5,53254,440516,37.51,3,2018,3370327774.1,-0.00595794797187299,Slight or No change,3009.4500000000003,3936.86988374703,2082.0301162529704
210,TCS,EQ,2018-03-16,2869.7,2868.8,2872.0,2805.0,2828.0,2825.7,2834.32,3598741,10199978559.75,151066,2487922,69.13,3,2018,10168962443.7,-0.01533261316513923,Slight or No change,2991.585714285714,3919.0055980327434,2064.1658305386845
211,TCS,EQ,2018-03-19,2825.7,2829.0,2848.0,2820.0,2828.75,2831.0,2832.48,1744970,4942594052.45,93179,1297258,74.34,3,2018,4940010070.0,0.0018756414339811125,Slight or No change,2977.25,3904.6698837470294,2049.8301162529706
212,TCS,EQ,2018-03-20,2831.0,2820.0,2873.2,2819.0,2870.0,2864.85,2852.27,2012492,5740162500.35,79442,1433569,71.23,3,2018,5765487706.2,0.011956905687036334,Slight or No change,2964.5714285714284,3891.991312318458,2037.1515448243988
213,TCS,EQ,2018-03-21,2864.85,2872.5,2884.3,2850.0,2856.1,2856.75,2865.76,1953839,5599239431.2,88110,1528562,78.23,3,2018,5581629563.25,-0.002827373160898428,Slight or No change,2951.835714285714,3879.2555980327434,2024.4158305386843
214,TCS,EQ,2018-03-22,2856.75,2859.95,2875.95,2822.55,2824.0,2831.35,2843.57,1163047,3307211011.7,72687,876317,75.35,3,2018,3292993123.45,-0.008891222543099708,Slight or No change,2937.0964285714285,3864.5163123184584,2009.676544824399
